text,label
#Encontro  para  essas cantoras sertanejas bregas de hoje em dia que dizem que não existia dupla sertaneja feminas antes viva #IrmasGalvao,Negativo
"Já fui na padoca, fiz café da manhã pra Mainha e agora tenho q pensar no almoço. Vai ter que baixar um #Masterchefbr",Neutro
tenho que ir dormir mas o #MasterChefBR tá maravilhoso hoje,Positivo
"@user @user Isso @user pede o fôlego e volta pra casa, pois ninguém mais aguenta você! #MasterChefBR",Negativo
"Olha, amigo, eu sou a favor do desarmamento pela menor chance possível de levar um tiro, que tal?...#TheNoite",Neutro
"Prova muito emocionante, Não Vou Negar Que Chorei  #MasterChefBR",Positivo
"#MasterChefBR MANO, OQ ACONTECEU ALGUÉM ME ATUALIZE",Negativo
#thenoite 🎶🎼Se essa rua fosse minha...eu mandava ladrilhar...🎼🎶 Com pedrinhas de brilhante Só pro meu am♥r passar...🎶🎼 Bons tempos,Neutro
"Essa temporada do #MasterChefBR tá MUITO melhor que a temporada passada, socorro.",Positivo
"Trem Bala 😩 a música é boa, mas já enjoou 😄 #ConversaComBial",Negativo
E o barato de ter família grande é q vc não tem problema em socializar. Vc estranha qdo fica sozinho. #Encontro,Neutro
"Nossa, a inteligência e a sabedoria do Padre Fábio de Melo e ainda sendo entrevistado por Bial....que #TDB #ConversaComBial",Positivo
"Não quero q o Douglas saia,pq acho ele bom cozinheiro e um docinho d gente.Nem q a Mirian saia,pq quero ela sendo má em grupo #MasterChefBR",Negativo
ELVIRA E GERMANA RAINHAS #VideoShowAoVivo,Neutro
"Esse @user é mt gato, sangue de Jesus tem poder #DomingoLegal",Positivo
#VideoShowAoVivo 😔 que saudade desses seriados,Negativo
#TheNoite Matheus Ceará só fala merda slk. Kkkkkkkkkkmk,Neutro
@user melhor prato da noite #MasterChefBR Love u,Positivo
"Bicho o cara falou um monte de merda em rede nacional, coragem né? Tem gente que tem muita coragem mesmo #Encontro",Negativo
A Sophia Abrão tomou o lugar do Joca Lopes no #VídeoShowAoVivo?,Neutro
"Antônia Morais, talento e beleza que vêm do DNA! #VideoShowAoVivo",Positivo
O #MasterChefBR me deu fome ontem ushausha,Negativo
Vamos subir a tag  #bolsonaroEuconfio ... quem vem comigo? #MasterChefBR #OutraAmazônia #ProgramaDoPorchat #LulaEuConfio #AForcadoQuerer 😘,Neutro
Irmãs Galvão que amorzinho! Minha avó gostava tanto....bateu aquela saudade agora.... #Encontro,Positivo
É agr a hora da verdade bye bye Miriam #MasterChefBR,Negativo
Vanessa Da Mata depois de muitos anos e a voz é a mesma. #AltasHoras,Neutro
"Cara fala sério, @user vc é demais! #ConversaComBial",Positivo
"Coitado do Douglas  Ele era mto criativo e cozinha mto bem, mas nem sempre sabia usar isso a seu favor no #MasterChefBR",Negativo
"@user pro @user: ""Eu vou tentar trazer o ""tômpero""""! 😂😂😂😂😂😂😂😂😂😂 #MasterChefBR",Neutro
@user lindo no #EdeCasa😉,Positivo
Passei mal assistindo a prova na parte que o Vítor se corto meu Deus quase desmaiei de vdd #MasterChefBR,Negativo
KKKKKKKKKKKKKK JA DEU AQUELA BULINADA NA JU #TheNoite,Neutro
Se liguem no #AltasHoras que a maravilhosa @user tá lá 💙,Positivo
#Thenoite pq os brasileiros qdo vão lá fora se esforçam p falar inglês sendo q aqui qnd vem internacionais não tentam falar nossa língua?,Negativo
Daqui a pouco tem #MasterChefBr e nós tem escondidinho,Neutro
Aquele momento que você fica quase 24 horas sem entrar no Twitter para não saber quem saiu do #MasterchefBR,Positivo
Pela primeira vez não tenho vontade de comer o que eles preparam... #MasterChefBR,Negativo
"Fico me perguntando, será  que os filhos da Bela Gil comem de sobremesa pudim de chia com calda de mirtilo? Kkkkk #AltasHoras",Neutro
"O Thomas é a coisa mais gostosa desse mundo,q vntd de apertar ai mds #AltasHoras",Positivo
Chorando ainda a saída do do @user do #MasterChefBR 😭😭😭😭😭😭😭😭😭😭😭😭😭,Negativo
@user  #MasterChefBR @user  miga????? Isso é verdade?,Neutro
"#VideoShowAoVivo Melhor pessoa ""Sophia Abrahão""... mesmo estando atrasada chega arrasando. Muito divertido o vídeo show de hoje.",Positivo
"Aí meu Deus, eu passo mal com essa Contagem final... Socorro 😰😰  #Masterchefbr",Negativo
"Ansiedade por estar bem sempre, por sempre fugir do mau momento. (EU todinho) #ConversaComBial",Neutro
Maluma gatooo. Ja quero casar e ter filhos #TheNoite,Positivo
"Porra ana maria ela n come abóbora e acabou, supera n é td mundo q gosta de abóbora #MaisVoce",Negativo
"Por onde apresentamos a peça temos recebido vários relatos de abusos, pessoas se abrindo pela primeira vez #Encontro #HospitalDeBonecas",Neutro
Namaria tá impagável hoje vestida de unicórnio . A tiara foi a cereja do bolo rssss #MaisVocê,Positivo
Credooo qto sangueee #masterchefBR,Negativo
Estou esperando Laura  #AltasHoras,Neutro
"#VideoShowAoVivo Oi amores,que tal a Sophia fazer um  Filme sobre a Cláudia Raia e ela seria A própria Cláudia, bjos",Positivo
ahhhh... uma semana pra ter #MasterChefBR de novo... :(,Negativo
CADA DOSE CAI NA CONTA E OS 10% AUMENTA AI CÊ ME ARREBENTA E O CORAÇÃO NÃO GUENTA #ConversaComBial,Neutro
ZzzZzzZZzzzZzzzz... dia Pós #MasterChefBR  Sempre vale a pena ser um zumbi no dia seguinte 😴😴😴,Positivo
"Hoje tem o Fogaça em A Prévia, só assim para eu assistir essa porcaria. #MasterChefBR #APrevia",Negativo
"Sexta (12), as séries e Talk Show da GLOBO marcaram:  #OsDiasEramAssim 16.4 #ConversaComBial 7.5 #Homeland 6.7",Neutro
"@user Drauzio Varella? Tiozinho abortista, um poço de progreçyzmu. Vou assistir pra contar as ""lacradas"" que ele dará. #ConversaComBial",Positivo
O @user deve estar armando esse #MasterChefBR hoje. So as coisa nojentona.,Negativo
"@user mais um dia de trabalho normal, né? #MasterChefBR",Neutro
"João Vicente: ""minha mãe acha que a novela toda ta errada e o Lázaro ta certo"" BERRO #Encontro",Positivo
aaaaaa Douglas não pode sair nao pfvvvv #MasterChefBR,Negativo
"""Poder é um espaço abstrato que jamais permanece vazio "". #ConversaComBial",Neutro
O Masterchef hoje foi lindo e emocionante. Ver a garra de uma pessoa quando ela deseja algo é lindo e motivacional. #MasterChefBr,Positivo
Mas essa moça é bem sem graça pra apresentar esse quadro hein?! Só fica calada. Animação filha... #EDeCasa,Negativo
era alguma regra ser tudo verde todas comida? #MasterChefBR,Neutro
@user @user Contando os minutos  Amo #MasterChefBR  O melhor programa brasileiro de gastronomia 😍😍❤,Positivo
O cabelo da Namaria está amarelo? #MaisVoce,Negativo
Hoje ta tensão nível Hard no #MasterChefBR  😱😱😱😱😱😱,Neutro
"ai eu gosto de ver hein, vamos vitor b  #MasterChefBR",Positivo
Por favor não me odeiem! Mas não suporto É o Tchan mais. Muito por detestar o Compadre #altashoras,Negativo
"Que tal ouvirmos Banda Donica? Ė trazer Caetano, através do seu filho. 🎶🎹🎶🎸🎶 #VideoShowAoVivo.",Neutro
Socorro tô nervosa #MasterChefBR,Positivo
"E ganhar uma NOTA PRETA? ganhar uma ""nota preta"" é ganhar muito dinheiro. #Encontro",Negativo
Feliz Dias das Mães #DomingoLegal,Neutro
Tem dois bonitoes na minha tv  MAS OS MEUS OLHOS SO FOCAM NA FATIMA! Woww  #VideoShowAoVivo,Positivo
Maluma só me lembra a Anitta desculpa jjkkkkk #TheNoite,Negativo
Precisamos falar mais sobre ansiedade e depressão. #ConversaComBial,Neutro
Alô @user @user @user tem especial de 30 anos da Praça no #TheNoite hj. Bora divulgar,Positivo
"""tá apertado"" ""mas tá bonito"" a triste realidade da vida #VideoShowAoVivo",Negativo
Depois de todas as perguntas eu tenho certeza que sou pessimista Hahaha #Encontro,Neutro
Vídeo show me amorro #videoshowaovivo,Positivo
Migo a expressão negra/negro é utilizada como conotação negativa na língua sim e é uma forma de racismo! para de bostejar please #Encontro,Negativo
"Cantou ""eu acredito"" já sabemos quem será eliminado, né migos... #EuAcreditoFail #MasterChefBR",Neutro
Gostaria de vídeos da sandy cantando evidências no #encontro na minha mesa agora já por favor eu imploro eu preciso disso,Positivo
Acabei de ver #MasterChefBR e tô um pouco abalada com essa eliminação 😢,Negativo
"@user O que seria do jiló se todos gostassem de abóbora, não é?! #Diva #ThaísAraujo #MaisVoce",Neutro
Hije tem #MasterChefBR ai que tuuuuuudo,Positivo
Queria a Aderlize na #EquipeAzul #MasterChefBR,Negativo
"Aproveitando que o assunto é política, só queria dizer que eu sou um bom partido. mandem direct ❤️ #MasterChefBR",Neutro
"Vem gente, vai começar #MasterChefBR  #TeamYuko #TeamVitorB",Positivo
"Ai cara, eu não acredito que o Vitor B saiu, quero chorar #MasterChefBR",Negativo
"Pena que esse doutor é casado combina com Fátima ,😘 #Encontro",Neutro
"FATIMA BERNARDES NO MEU VIDEO É UM SHOW , NAO TO ACREDITANDO , AMEI 😍 #VideoShowAoVivo",Positivo
"Fátima Bernardes cantando sandy sou eu tentando cantar em inglês: Só mexo a boca, faço cara de paisagem e canto porra nenhuma #encontro",Negativo
"Aqui em Belém do Pará , o dindin é  chopp.  #VideoShowAoVivo",Neutro
"Adorei a Antônia Moraes abrindo o guarda roupa dá Manu,  são mega estilosas queria essas roupas pra mim 😍 #VideoShowAoVivo @user",Positivo
falta é cheiro verde nesses pratos #MasterChefBR,Negativo
dos competidores restantes a única que já passou de voltar pra casa é a miriam  #MasterChefBR,Neutro
"Até o Padre Fábio de Melo cantando Trem Bala, no caso, no #ConversaComBial",Positivo
Descobrindo que não é só o Zé Felipe que é chato na novela. O ator também #DomingoLegal,Negativo
"#Encontro beijo é troca de carinho, beijo meu marido em qualquer lugar, é só estar com vontade",Neutro
"Sheila Gomes, Cláudia Silva e Jessica Ribeiro bora ver o Fogaç...ops! Ver o #MasterChefBR",Positivo
"Por que o #MasterChefBR termina tão tarde? Deveria ser um programa pra toda família, mas só os fortes sobrevivem. 🙁",Negativo
Ver #MasterChefBR sem comer nada é impossível 🙅‍♂️! Rsrs,Neutro
Queria ter esse vocabulário rico que nem do @user #ConversaComBial,Positivo
"Já pode mudar o nome do programa para "" Conversa com Ana Maria Braga "" 🤣🤣🤣#ConversaComBial #MaiaraeMaraisaNoBial começa logooo esse treeem",Negativo
#MasterChefBR Vem forte que hoje a culinária é do Norte.,Neutro
Quer saber? Palmas pra você​ Victor B. 👏👏👏👏👏👏👏 #MasterChefBR,Positivo
Morta com a Fatima falando q nao falar sobre a outra q quer ser a esposa 😂😂😂😂 #Encontro Ai q direta,Negativo
Os cara como sem camisa assim? Normal? Só mais um dia de inverno #MasterChefBR,Neutro
"Meu sonho fazer a dançarina gay c/ E o tchan, alguém realiza isso pfvr HAHA ♡ #AltasHoras",Positivo
Só tendo que usar fantasia que o Mingau troca de roupa.  #TheNoite @user,Negativo
"nao se fala bvbl, é bvl só uai #VideoShowAoVivo",Neutro
#edecasa feliz dias das mãe beijos mãe ❤ &amp;#55357; ❤ ❤,Positivo
"O cara ao vivo no encontro fala "" homem que é homem não lava louça "" mds, que machista!!!!!!!! #Encontro",Negativo
"22h50 - Globo 20.6, SBT 9.7, RecordTV 6.1, Band 4.6 #MasterChefBR",Neutro
"Queria ver a #ConversaComBial hj eh o @user, AMO!",Positivo
Não sei como o video show nao se cansa de fazer a mesma matéria sobre vestidos de noiva diferentes.  #VideoShowAoVivo,Negativo
#MasterChefBR eu quero vê um quebra pau hj mininaaaa,Neutro
@user vc é incrível cara!!! #AltasHoras,Positivo
"#Encontro falando sobre o que usar, o problema são os homens tarados que não tenho controle e ivadem o espasso e a liberdade da mulher",Negativo
"Esse Tiago fala:  "" houve uma pressão "" . Eu traduzo na minha cabeça:  Não queria que fosse assim, mas mudou, têm mulheres.   🙄 #Encontro",Neutro
Eu quero um moletom igual ao do @user #MasterChefBR,Positivo
"Ai pula para Vivianne Pasmanter, não to afim de ver matéria de frango a passarinho, nem de galinha eu gosto.   #MaisVoce",Negativo
"""o que importa aqui é entregar o prato pronto"" Ana ja dando spoiler que Vitor sai #MasterChefBR",Neutro
"Germana e Licurgo, casal do ano que vc respeita  #MaisVoce",Positivo
#quantico já teve mais showrunner que #masterchefbr passando na grade da Band HAHAAHAH,Negativo
"Quem Ñ tem Deus,, Q tenha pelo menos Aristoteles Padre Fabio de Melo #ConversaComBial",Neutro
Gosto das palavras dessa mulher ai. É psicologa? #encontro,Positivo
#MasterChefBR agora a Mirian tá rindo alguém pior que ela,Negativo
GARÇOM TROCA O DVD QUE ESSA MODA ME FAZ SOFRER E O CORAÇÃO NÃO AGUENTA #ConversaComBial,Neutro
Hj o #MasterChefBR promete fortesssss emoções! ! Adoooro,Positivo
Maldição do avental? 😱 Desorganizacão... 😒 #equipeazul #MasterChefBR,Negativo
#MasterChefBR Genteeeee hoje vai ser mais tenso.,Neutro
PAOLLA LINDA OLIVEIRA #VideoShowAoVivo,Positivo
O pessoal de SC tinha que estar nessa prova. Acho q Valter mandaria bem pacarai #masterchefbr,Negativo
"Buenos dias, galera. Ontem não vim aqui comentar o #MasterChefBR por motivos de computador novo. Fui abduzido!!! #teamojunto",Neutro
#MasterChefBR começou galeraaaaa,Positivo
Dráuzio varella mostranso que o crime organizado é mais organizado que nossos gorvenantes #ConversaComBial,Negativo
A solução é ressignificar positivamente as palavras e os velhos ditados #Encontro,Neutro
"A Bela teve o neném na sala? CA RA, benza a Deus! Não tenho nenhum porcento de coragem #AltasHoras",Positivo
"Queridos conhecidos, saibam que não me verão nunca mais por motivos de: @user me matou do coração hoje. #MasterChefBR",Negativo
Este perfil saiu do modo #MasterChefBR,Neutro
Torcendo pra equipe azul! Eu acreditooo!! #MasterChefBR,Positivo
Imaginou Mirian ou Leonardo ganhando esse #MasterChefBR vai ter uma 3 guerra mundial em pleno twitter,Negativo
Consolidados - SBT (16/05):  #TheNoite 3.9 #SBTNotícias I 2.8 #SBTNotícias II 3.1,Neutro
A mãe da @user é maravilhosa! Tive o prazer de conhecer as duas pessoalmente em 2015! #EDeCasa,Positivo
Só quero que #MasterChefBR acabe pra eu ir dormir kk,Negativo
Otaviano está fazendo a dieta da Patrícia Poeta? Ta magro! #VideoShowAoVivo,Neutro
#altashoras tá top,Positivo
"O meu Douglas saiu, eu não estou acreditando #MasterChefBR",Negativo
Domingo Record x SBT:📺  #DomingoShow 7 X 5 #DomingoLegal   #HoraDoFaro 8 X 6 #Eliana   #DomingoEsp 9 X 9 #SilvioSantos,Neutro
#VideoShowAoVivo eu quero esse vestido da Bibi 😍,Positivo
#MasterChefBR Que justificativa meio pombo,Negativo
Eu colocaria sardinha numa maionese e serviria num pão tostado! #MasterChefBR,Neutro
Que entrevistas sensacionais da Fátima! Que carreira brilhante! 👏👏👏 #VídeoShowAoVivo,Positivo
Esse bofe machista da plateia vai ser massacrado ja ja kkkkkkkkkk #Encontro,Negativo
@user Pior eu que fico vendo o #AltasHoras,Neutro
#MaisVoce eu amo a Ana Maria!!!  De unicórnio entao tá demais!!!!!,Positivo
Cadê a Sophia Abrahão? Coloquem ela fixa no lugar do mala do Otaviano #VideoShowAoVivo,Negativo
Pela primeira vez eu nao quero que ninguem saia! #MasterChefBR,Neutro
apaixonada pelo filho do Serginho #altashoras,Positivo
CreioEmDeusPai. Fafá ficou muito ruim de Bethânia. #VideoShowAoVivo,Negativo
Namaria hoje tá só o Unicórnio. #MaisVoce,Neutro
Adoro essa música do marcos e belutti #Encontro,Positivo
Anciosa pra saber quem sai hj #MasterChefBR,Negativo
Victor B x Yuko não foi a gente que pediu Brasil #MasterChefBR,Neutro
#TheNoite falto me acabar com essas marmotagens do Danilo kkkkkk,Positivo
Ficou todo mundo passado #masterchefbr,Negativo
Ana Luiza falando que as desgraças q estão acontecendo com o povo é praga do Leonardo hahahaha #MasterChefBR,Neutro
CARALHO ELE FOI BEM PQP ARRASOU MLK #MasterChefBR,Positivo
"Olha, quero assistir o meu #MasterChefBR em paz! Nada de cortes profundos e sangrentos! Tenham cuidado.",Negativo
"@user amo azaléias, depois da 6a tentativa de cultiva-las em vão...desisti #EDeCasa",Neutro
Eu amo qnd os chefs tombam a Miriam.. pq aí ela desce do Olimpo.. hahahahaha #MasterChefBR,Positivo
Onde que isso vai virar purê #MasterChefBR,Negativo
"#ConversaComBial Gestão da emoção, isso controla a ansiedades?",Neutro
